source_url	top1prediction	correct	translation_missed	top1_score	min_score	en_src_len	en_source_vocab_len	col_len	col_vocab_len
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97w0048/m97w0048.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97w0048/m97w0048.asp	False	maybe?	-28740.577	-31612.528763	3470	1224	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97c0055/m97c0055.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97c0055/m97c0055.asp	False	maybe?	-19853.647	-22363.705476	2515	937	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97w0152/m97w0152.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97w0152/m97w0152.asp	False	maybe?	-22960.736	-25822.497655	2839	961	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97f0027/m97f0027.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97f0027/m97f0027.asp	False	maybe?	-23842.933	-26400.023861	2961	1036	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97w0197/m97w0197.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97w0197/m97w0197.asp	False	maybe?	-134943.770	-147986.125294	16011	3532	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97c0057/m97c0057.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97c0057/m97c0057.asp	False	maybe?	-20376.907	-22340.421889	2528	819	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97n0073/m97n0073.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97n0073/m97n0073.asp	False	maybe?	-17172.002	-19033.161288	2004	813	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97w0194/m97w0194.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97w0194/m97w0194.asp	False	maybe?	-29414.742	-33079.494332	3710	1143	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97l0076/m97l0076.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97l0076/m97l0076.asp	False	maybe?	-60661.241	-66802.078094	7546	1871	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97l0030/m97l0030.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97l0030/m97l0030.asp	False	maybe?	-70560.454	-77631.199923	8544	2129	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97m0005/m97m0005.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97m0005/m97m0005.asp	False	maybe?	-44807.043	-50392.429559	5285	1479	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97c0013/m97c0013.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97c0013/m97c0013.asp	False	maybe?	-9130.310	-10351.966411	1128	529	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97c0054/m97c0054.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97c0054/m97c0054.asp	False	maybe?	-33280.166	-36543.473273	4172	1288	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97l0021/m97l0021.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97l0021/m97l0021.asp	False	maybe?	-13581.954	-15470.312392	1731	655	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1997/m97m0141/m97m0141.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1997/m97m0141/m97m0141.asp	False	maybe?	-19997.232	-22552.079217	2497	879	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2002/m02c0064/m02c0064.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2002/m02c0064/m02c0064.asp	False	maybe?	-28729.810	-32272.476490	3642	1225	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2002/m02c0018/m02c0018.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2002/m02c0018/m02c0018.asp	False	maybe?	-30666.433	-34187.863890	3823	1270	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2002/m02c0030/m02c0030.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2002/m02c0030/m02c0030.asp	False	maybe?	-270567.102	-298669.288908	32865	5377	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2002/m02w0061/m02w0061.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2002/m02w0061/m02w0061.asp	False	maybe?	-27572.944	-30463.044487	3326	1124	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2002/m02l0061/m02l0061.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2002/m02l0061/m02l0061.asp	False	maybe?	-42567.186	-46996.597327	5037	1642	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2002/m02w0102/m02w0102.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2002/m02w0102/m02w0102.asp	False	maybe?	-55294.233	-60746.824612	6607	1930	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2002/m02c0011/m02c0011.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2002/m02c0011/m02c0011.asp	False	maybe?	-26761.881	-29371.045786	3197	1170	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2002/m02w0089/m02w0089.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2002/m02w0089/m02w0089.asp	False	maybe?	-44996.795	-49647.137371	5397	1662	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95l0147/m95l0147.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95l0147/m95l0147.asp	False	maybe?	-14938.814	-16617.899874	1824	699	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95w0023/m95w0023.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95w0023/m95w0023.asp	False	maybe?	-16729.772	-18629.137348	2069	835	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95c0045/m95c0045.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95c0045/m95c0045.asp	False	maybe?	-39997.003	-44097.760101	4921	1433	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95w0095/m95w0095.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95w0095/m95w0095.asp	False	maybe?	-32451.341	-36031.136861	3875	1222	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95w0020/m95w0020.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95w0020/m95w0020.asp	False	maybe?	-18063.952	-20068.156663	2185	799	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95c0085/m95c0085.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95c0085/m95c0085.asp	False	maybe?	-17955.041	-19780.919837	2145	896	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95l0093/m95l0093.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95l0093/m95l0093.asp	False	maybe?	-13087.814	-14558.389061	1596	634	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95w0121/m95w0121.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95w0121/m95w0121.asp	False	maybe?	-12076.912	-13626.269827	1505	620	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95w0140/m95w0140.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95w0140/m95w0140.asp	False	maybe?	-62374.284	-69041.228562	7563	1945	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95l0010/m95l0010.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95l0010/m95l0010.asp	False	maybe?	-38092.898	-41711.064297	4507	1302	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95w0084/m95w0084.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95w0084/m95w0084.asp	False	maybe?	-36735.732	-40028.203953	4312	1327	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95l0027/m95l0027.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95l0027/m95l0027.asp	False	maybe?	-12781.611	-14101.047249	1584	605	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95l0008/m95l0008.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95l0008/m95l0008.asp	False	maybe?	-32351.959	-35772.301059	3938	1165	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95w0195/m95w0195.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95w0195/m95w0195.asp	False	maybe?	-32955.067	-36382.478595	3986	1267	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95w0025/m95w0025.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95w0025/m95w0025.asp	False	maybe?	-21645.620	-23825.639284	2629	973	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95c0074/m95c0074.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95c0074/m95c0074.asp	False	maybe?	-22644.190	-25448.737176	2829	987	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1995/m95w0145/m95w0145.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1995/m95w0145/m95w0145.asp	False	maybe?	-28529.102	-31817.921505	3551	1051	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2007/m07l0158/m07l0158.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2007/m07l0158/m07l0158.asp	False	maybe?	-93747.884	-102845.391665	11134	2904	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2007/m07m0088/m07m0088.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2007/m07m0088/m07m0088.asp	False	maybe?	-34078.515	-37416.524948	4068	1366	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2007/m07L0040/m07L0040.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2007/m07L0040/m07L0040.asp	True	maybe?	-60299.976	-66451.891049	7176	2084	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2007/m07n0117/m07n0117.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2007/m07n0117/m07n0117.asp	False	maybe?	-22825.664	-25271.479323	2730	1037	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99w0095/m99w0095.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99w0095/m99w0095.asp	False	maybe?	-29786.006	-33265.871073	3653	1251	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99c0019/m99c0019.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99c0019/m99c0019.asp	False	maybe?	-21956.667	-24484.120489	2739	902	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99w0116/m99w0116.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99w0116/m99w0116.asp	False	maybe?	-45646.925	-50488.921866	5549	1668	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99f0038/m99f0038.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99f0038/m99f0038.asp	False	maybe?	-30460.360	-33286.915083	3571	1226	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99l0011/m99l0011.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99l0011/m99l0011.asp	False	maybe?	-49439.979	-54745.344633	5944	1686	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99c0048/m99c0048.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99c0048/m99c0048.asp	False	maybe?	-31182.752	-34525.415427	3833	1296	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99w0058/m99w0058.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99w0058/m99w0058.asp	False	maybe?	-38844.562	-42816.476086	4743	1479	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99f0042/m99f0042.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99f0042/m99f0042.asp	False	maybe?	-25648.310	-28174.407991	3090	962	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99m0161/m99m0161.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99m0161/m99m0161.asp	False	maybe?	-20714.143	-22956.138157	2554	905	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99c0008/m99c0008.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99c0008/m99c0008.asp	False	maybe?	-30199.773	-33960.448792	3658	1243	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99m0142/m99m0142.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99m0142/m99m0142.asp	False	maybe?	-28348.599	-31177.645019	3376	1132	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99w0137/m99w0137.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99w0137/m99w0137.asp	False	maybe?	-45926.316	-51064.184665	5544	1746	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99w0133/m99w0133.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99w0133/m99w0133.asp	False	maybe?	-118343.090	-132082.757922	14486	3161	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99c0003/m99c0003.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99c0003/m99c0003.asp	False	maybe?	-28810.444	-31629.691603	3426	1196	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99w0078/m99w0078.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99w0078/m99w0078.asp	False	maybe?	-42671.502	-47402.022833	5166	1558	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99l0098/m99l0098.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99l0098/m99l0098.asp	False	maybe?	-95242.011	-104424.504237	11280	2907	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1999/m99w0087/m99w0087.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1999/m99w0087/m99w0087.asp	False	maybe?	-30760.479	-33765.302740	3650	1239	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2006/m06m0110/m06m0110.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2006/m06m0110/m06m0110.asp	False	maybe?	-48253.189	-53205.065103	5720	1807	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2006/m06l0045/m06l0045.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2006/m06l0045/m06l0045.asp	False	maybe?	-86362.125	-97237.316066	10406	2716	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2006/m06n0074/m06n0074.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2006/m06n0074/m06n0074.asp	False	maybe?	-34517.778	-38530.180650	4214	1382	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2006/m06f0024/m06f0024.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2006/m06f0024/m06f0024.asp	False	maybe?	-96334.276	-106391.087067	11684	2850	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2006/m06n0082/m06n0082.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2006/m06n0082/m06n0082.asp	False	maybe?	-37721.755	-41591.858471	4385	1501	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2006/m06c0058/m06c0058.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2006/m06c0058/m06c0058.asp	False	maybe?	-29274.356	-32514.641730	3495	1096	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2006/m06w0039/m06w0039.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2006/m06w0039/m06w0039.asp	False	maybe?	-27572.707	-30501.061439	3316	1199	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/etudes-studies/ms9501/ms9501.asp	http://tsb.gc.ca/fra/rapports-reports/marine/etudes-studies/ms9501/ms9501.asp	False	maybe?	-105888.442	-118388.715914	12870	2684	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2003/m03l0026/m03l0026.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2003/m03l0026/m03l0026.asp	False	maybe?	-47981.922	-53257.641932	5834	1716	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2003/m03m0040/m03m0040.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2003/m03m0040/m03m0040.asp	False	maybe?	-32460.280	-36327.234349	4028	1318	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2003/m03l0124/m03l0124.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2003/m03l0124/m03l0124.asp	False	maybe?	-41178.446	-45802.691454	5056	1562	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2003/m03c0016/m03c0016.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2003/m03c0016/m03c0016.asp	False	maybe?	-58020.479	-65343.389418	7355	1823	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2003/m03l0148/m03l0148.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2003/m03l0148/m03l0148.asp	False	maybe?	-44963.735	-49997.719520	5592	1677	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2003/m03w0237/m03w0237.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2003/m03w0237/m03w0237.asp	False	maybe?	-41243.835	-45949.394706	5028	1527	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2004/m04c0044/m04c0044.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2004/m04c0044/m04c0044.asp	False	maybe?	-32608.077	-36229.191025	3931	1336	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2004/m04l0066/m04l0066.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2004/m04l0066/m04l0066.asp	False	maybe?	-43053.069	-48546.344258	5264	1659	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2004/m04w0225/m04w0225.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2004/m04w0225/m04w0225.asp	False	maybe?	-39098.934	-44157.350828	4833	1527	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2004/m04m0013/m04m0013.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2004/m04m0013/m04m0013.asp	False	maybe?	-48420.993	-54712.691379	5766	1740	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2004/m04l0099/m04l0099.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2004/m04l0099/m04l0099.asp	False	maybe?	-43134.575	-47569.755133	5222	1678	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2004/m04m0002/m04m0002.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2004/m04m0002/m04m0002.asp	False	maybe?	-45859.002	-50607.010353	5616	1663	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2004/m04l0092/m04l0092.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2004/m04l0092/m04l0092.asp	False	maybe?	-46712.189	-51444.005246	5530	1852	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2004/m04c0043/m04c0043.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2004/m04c0043/m04c0043.asp	False	maybe?	-16784.592	-18523.889049	1984	794	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2004/m04l0050/m04l0050.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2004/m04l0050/m04l0050.asp	False	maybe?	-26860.519	-29348.879306	3155	1132	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2004/m04f0017/m04f0017.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2004/m04f0017/m04f0017.asp	False	maybe?	-64204.751	-70817.462219	7778	2022	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1994/m94m0037/m94m0037.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1994/m94m0037/m94m0037.asp	False	maybe?	-14861.314	-16280.057649	1734	754	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1994/m94l0034/m94l0034.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1994/m94l0034/m94l0034.asp	False	maybe?	-52387.738	-58944.700938	6121	1805	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1994/m94c0014/m94c0014.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1994/m94c0014/m94c0014.asp	False	maybe?	-41572.832	-45918.944077	5059	1511	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1994/m94w0065/m94w0065.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1994/m94w0065/m94w0065.asp	False	maybe?	-58262.325	-64456.006877	6927	1727	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1994/m94l0011/m94l0011.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1994/m94l0011/m94l0011.asp	False	maybe?	-31466.931	-35259.677592	3914	1259	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2009/m09n0031/m09n0031.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2009/m09n0031/m09n0031.asp	False	maybe?	-25026.908	-27669.388360	2994	1098	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2009/m09l0068/m09l0068.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2009/m09l0068/m09l0068.asp	False	maybe?	-60115.053	-67588.540413	7396	1840	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2008/m08w0236/m08w0236.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2008/m08w0236/m08w0236.asp	False	maybe?	-35633.744	-39391.288115	4276	1359	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2008/m08w0189/m08w0189.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2008/m08w0189/m08w0189.asp	False	maybe?	-40092.532	-44433.677230	4790	1504	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2008/m08m0062/m08m0062.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2008/m08m0062/m08m0062.asp	False	maybe?	-54329.327	-60431.900487	6419	1796	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2008/m08c0058/m08c0058.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2008/m08c0058/m08c0058.asp	False	maybe?	-23583.291	-26126.284977	2821	1067	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2008/m08m0010/m08m0010.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2008/m08m0010/m08m0010.asp	False	maybe?	-58484.364	-64190.265130	6739	2034	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98n0001/m98n0001.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98n0001/m98n0001.asp	False	maybe?	-205154.495	-224567.550363	24010	4680	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98l0139/m98l0139.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98l0139/m98l0139.asp	False	maybe?	-44040.629	-49495.295535	5476	1611	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98f0039/m98f0039.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98f0039/m98f0039.asp	False	maybe?	-43290.514	-47175.417069	5109	1433	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98c0026/m98c0026.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98c0026/m98c0026.asp	False	maybe?	-23970.397	-26664.436694	3013	1082	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98m0061/m98m0061.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98m0061/m98m0061.asp	False	maybe?	-51895.870	-56979.322466	6239	1534	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98n0064/m98n0064.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98n0064/m98n0064.asp	False	maybe?	-29204.266	-32127.647975	3455	1203	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98c0004/m98c0004.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98c0004/m98c0004.asp	False	maybe?	-51332.222	-56204.224108	6150	1871	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98w0245/m98w0245.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98w0245/m98w0245.asp	False	maybe?	-41266.269	-46126.617341	5245	1426	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98f0023/m98f0023.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98f0023/m98f0023.asp	False	maybe?	-32596.216	-36377.460201	3992	1288	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98c0046/m98c0046.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98c0046/m98c0046.asp	False	maybe?	-40929.654	-45716.483079	5043	1549	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98f0009/m98f0009.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98f0009/m98f0009.asp	False	maybe?	-34894.233	-38599.539540	4253	1364	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98w0045/m98w0045.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98w0045/m98w0045.asp	False	maybe?	-83743.620	-92191.891623	10049	2477	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98c0066/m98c0066.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98c0066/m98c0066.asp	False	maybe?	-26693.941	-29504.675351	3241	1129	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/1998/m98m0003/m98m0003.asp	http://tsb.gc.ca/fra/rapports-reports/marine/1998/m98m0003/m98m0003.asp	False	maybe?	-36792.311	-40500.061818	4575	1271	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2000/m00m0083/m00m0083.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2000/m00m0083/m00m0083.asp	False	maybe?	-56400.749	-62294.917244	6927	1844	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2000/m00c0053/m00c0053.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2000/m00c0053/m00c0053.asp	False	maybe?	-30881.133	-34341.417662	3807	1301	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2000/m00w0059/m00w0059.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2000/m00w0059/m00w0059.asp	False	maybe?	-15847.041	-17552.314807	1853	739	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2000/m00w0303/m00w0303.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2000/m00w0303/m00w0303.asp	False	maybe?	-59640.739	-66660.141198	7441	1992	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2000/m00c0019/m00c0019.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2000/m00c0019/m00c0019.asp	False	maybe?	-45829.000	-50590.749587	5580	1730	15828793	130000
http://tsb.gc.ca/eng/rapports-reports/marine/2000/m00c0033/m00c0033.asp	http://tsb.gc.ca/fra/rapports-reports/marine/2000/m00c0033/m00c0033.asp	False	maybe?	-155832.952	-171776.677650	18982	3664	15828793	130000
